].pos_y				= -2.162401 
===NewDir/plan.cpp===Line: 01443: W=ParkingRefPos.rr_point_x	 = 0.000000 
===NewDir/plan.cpp===Line: 01444: W=ParkingRefPos.rr_point_y	 = 0.000000 
===NewDir/plan.cpp===Line: 01445: W=ParkingRefPos.rl_point_x	 = 0.000000 
=666==counter2 = 142
===NewDir/plan.cpp===Line: 01446: W=ParkingRefPos.rl_point_y	 = 0.000000 
=666==2020-07-29-Localization_50ms===V33===	
===NewDir/plan.cpp===Line: 01447: W=ParkingRefPos.fl_point_x	 = 0.000000 
=666==2020-05-08-Localization_100ms===Read_PpHdMap_DeMapInfo=== 
===NewDir/plan.cpp===Line: 01448: W=ParkingRefPos.fl_point_y	 = 0.000000 
=666==MapInfo_r.lon_x		= 0.0000000000 
===NewDir/plan.cpp===Line: 01456: W=toSysMgtInfo.PathPlannerParkStartFlag 	= 0 
=666==MapInfo_r.lat_y		= 0.0000000000 
===NewDir/plan.cpp===Line: 01457: W=toSysMgtInfo.PathPlannerCallTerminalFlag	= 0 
=666==MapInfo_r.ele_z		= 0.000000 
===NewDir/plan.cpp===Line: 01458: W=toSysMgtInfo.no_parking					= 0 
=666==MapInfo_r.hdmap_yaw	= 0.000000 
===NewDir/plan.cpp===Line: 01459: W=toSysMgtInfo.trajectory_status			= 0 
=666==MapInfo_r.hdmap_output_flag1		= 0 
===NewDir/plan.cpp===Line: 01460: W=toSysMgtInfo.obstacle_flag				= 0 
=666==MapInfo_r.hdmap_output_flag2		= 1 
===NewDir/plan.cpp===Line: 01461: W=toSysMgtInfo.light						= 0 
=666==2020-06-10-Localization_50ms===Read_PpHdMap_DeRtkInfo=== 
===NewDir/plan.cpp===Line: 01462: W=toSysMgtInfo.find_park_type				= 0 
=666==Rtk_r.INS_Latitude		= 0.0000004000 
===NewDir/plan.cpp===Line: 01472: W=errorFlag.pathplanner_status	 = 0 
=666==Rtk_r.INS_Longitude		= 0.0000000000 
===NewDir/plan.cpp===Line: 01478: W==PathPlanner_Process_100ms===Write_PpPathPlanner_DePlanningFlag===	
=666==Rtk_r.INS_Heading			= 0.296856 
===NewDir/plan.cpp===Line: 01482: W=planReqFlag.planning_hdmap_flag = 0 
=666==Rtk_r.INS_Pitch			= 0.263898 
=666==Rtk_r.INS_Roll			= 0.747282 
====888===PathPlanner_Process_100ms=== 
NewDir/plan.cpp===Line: 00072: PathPlanner Version =V1.16 
===NewDir/plan.cpp===Line: 00073: PathPlannerbin Version=V36 
=666==Rtk_r.Gyro_Z				= 0.057937 
=666==Rtk_r.Acc_X				= 0.001088 
=666==Rtk_r.Acc_Y				= -0.014048 
=666==Rtk_r.INS_EastSpd			= 0.001157 
===NewDir/plan.cpp===Line: 00159: R=parkingPlaceInfo.park_num					= 0 
=666==Rtk_r.INS_NorthSpd		= 0.001157 
=666==2020-05-19-Localization_100ms===Write_PpLocalization_DeVslamInput===	
=666==VslamInput_w.lat								= 0.0000004000 
=666==VslamInput_w.lon								= 0.0000000000 
===NewDir/plan.cpp===Line: 00205: R=frame_index			= 81519 
===NewDir/plan.cpp===Line: 00206: R=obstacle_num 			= 19 
====888=R=Obstacles[0].id					= 6 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= 0.044944 
=444=200ms=write=HdMap_Output_200->HdmapInfo.planpath = 0
=888=R=Obstacles[0].pos_x				= 9.876477 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=444=receive=runTime_zu5 = 8  
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 15 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= -2.107721 
=888=R=Obstacles[0].pos_x				= -1.378036 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 16 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= -3.528006 
=888=R=Obstacles[0].pos_x				= -7.057911 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 20 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= -3.014345 
=888=R=Obstacles[0].pos_x				= -3.705396 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=444=50ms=495=HdMap_Output_50->MapInfo.time_stamp= 0
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=444=50ms=521=HdMap_Output_50->MapInfo.hdmap_output_flag1 = 0
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=444=50ms=522=HdMap_Output_50->MapInfo.hdmap_output_flag2 = 1
=888=R=Obstacles[0].id					= 237 
=888=R=Obstacles[0].type					= 1 
=444=50ms=496=HdMap_Output_50->MapInfo.lon_x= 0.0000
=888=R=Obstacles[0].pos_y				= -2.198547 
=444=50ms=497=HdMap_Output_50->MapInfo.lat_y= 0.0000
=888=R=Obstacles[0].pos_x				= 2.942245 
=444=50ms=520=HdMap_Output_50->MapInfo.feature_num = 31
=888=R=Obstacles[0].heading 				= 0.260749 
=444=50ms=498=HdMap_Output_50->ParkInfos.park_num= 0
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=444=write=runTime_zu5 = 687  
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=444=HDMAP=allrunTime_zu5 = 696  
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 252 
--------------HdMap_Process_50ms--------------------

=888=R=Obstacles[0].type					= 1 
=444=read=runTime_zu5 = 0  
=888=R=Obstacles[0].pos_y				= -2.091905 
=444=50ms=496=HdMap_Input.VslamInput.lon= 0.00000000
=888=R=Obstacles[0].pos_x				= 4.568520 
=444=50ms=497=HdMap_Input.VslamInput.lat= 0.00000040
=888=R=Obstacles[0].heading 				= 0.260749 
=444=50ms=498=HdMap_Input.VslamInput.hdmap_localtion_flag1= 0
=888=R=Obstacles[0].length				= 3.000000 
=444=50ms=499=HdMap_Input.VslamInput.hdmap_localtion_flag2= 1
=888=R=Obstacles[0].width				= 1.700000 
=444=50ms=498=HdMap_Input.VslamInput.search_radius1= 20.0000
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=444=50ms=499=HdMap_Input.VslamInput.search_radius2= 20.0000
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=444=50ms=165=read=HdMap_Input.VslamInput.vehicle_x= 0.0000
=888=R=Obstacles[0].id					= 253 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= -1.919658 
=888=R=Obstacles[0].pos_x				= 7.112118 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=444=50ms=166=read=HdMap_Input.VslamInput.vehicle_y= 0.0000
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 148 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= -4.463798 
=888=R=Obstacles[0].pos_x				= -3.946180 
=888=R=Obstacles[0].heading 				= 0.260749 
=444=send=runTime_zu5 = 0  
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=444=200ms=write=HdMap_Output_200->HdmapFrontPLane.plan_seg_count = 0
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=444=200ms=write=HdMap_Output_200->LocalLane.laneID = 0
=888=R=Obstacles[0].id					= 151 
=444=200ms=write=LocalLane.node_count = 0
=888=R=Obstacles[0].type					= 1 
=444=ROUTEPLAN=allrunTime_zu5 = -140462709  
=888=R=Obstacles[0].pos_y				= -6.809749 
--------------HdMap_Process_200ms--------------------

=888=R=Obstacles[0].pos_x				= -4.562731 
=444=200ms=382=read=HdMap_Input.VslamInput.vehicle_x= 0.0000
=888=R=Obstacles[0].heading 				= 0.260749 
=444=200ms=383=read=HdMap_Input.VslamInput.vehicle_y= 0.0000
=888=R=Obstacles[0].length				= 3.000000 
=444=200ms=354=HdMap_Input.AvpCMD= 0
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 152 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= -2.715942 
=888=R=Obstacles[0].pos_x				= -3.676707 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 157 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= -8.944117 
=888=R=Obstacles[0].pos_x				= -4.512088 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 158 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= 4.390151 
=888=R=Obstacles[0].pos_x				= 2.621641 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 160 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= 3.547627 
=888=R=Obstacles[0].pos_x				= 4.296389 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 170 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= 4.130788 
=888=R=Obstacles[0].pos_x				= 10.987581 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 171 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= 5.210100 
=888=R=Obstacles[0].pos_x				= 11.360739 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 178 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= 6.128825 
=888=R=Obstacles[0].pos_x				= 9.748068 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 182 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= 5.807315 
=888=R=Obstacles[0].pos_x				= 7.789705 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 219 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= -17.636559 
=888=R=Obstacles[0].pos_x				= -6.305651 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 226 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= -2.269797 
=888=R=Obstacles[0].pos_x				= -7.024432 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
NewDir/plan.cpp===Line: 00277: R=ObstacleGridMap[0][0]				= 3 
===NewDir/plan.cpp===Line: 00278: R=ObstacleGridMap[0][199]			= 3 
===NewDir/plan.cpp===Line: 00279: R=ObstacleGridMap[399][0]			= 1 
===NewDir/plan.cpp===Line: 00280: R=ObstacleGridMap[399][199]			= 3 
===NewDir/plan.cpp===Line: 00381: R=Latitude 	= 0.000000 
===NewDir/plan.cpp===Line: 00382: R=Longitude	= 0.000000 
===NewDir/plan.cpp===Line: 00393: R=LocalizationResult.x 		= 0.000000 
===NewDir/plan.cpp===Line: 00394: R=LocalizationResult.y 		= 0.000000 
===NewDir/plan.cpp===Line: 00443: R=sysmgtAvpCmdInfo.avp_req = 0 
===NewDir/plan.cpp===Line: 00462: R=sysmgtStatusInfo.StateAVP		= 1 
===NewDir/plan.cpp===Line: 00463: R=sysmgtStatusInfo.StateAVPLast	= 0 
===NewDir/plan.cpp===Line: 00493: R=hdmapInfo.planpath	= 0 
===NewDir/plan.cpp===Line: 00498: R=hdmapInfo.goal_x 	= 0.000000 
===NewDir/plan.cpp===Line: 00499: R=hdmapInfo.goal_y 	= 0.000000 
===NewDir/plan.cpp===Line: 00515: =2020-05-16-PathPlanner_Process_100ms===Read_PpHdMap_DeHdmapFrontPlLane===  
===NewDir/plan.cpp===Line: 00519: R=plan_seg_count			= 0 
===NewDir/plan.cpp===Line: 00632: R=hdmapLocalLaneInfo.LocalLane[0].node_count	= 0 
===NewDir/plan.cpp===Line: 00633: R=hdmapLocalLaneInfo.LocalLane[0].laneID	= 0 
===NewDir/plan.cpp===Line: 00641: R=lane_count	= 0 
===NewDir/plan.cpp===Line: 00642: R=next_seg_count		= 0 
===NewDir/plan.cpp===Line: 00652: =R=globalPathStatus.globalpath_status		= 0 
===NewDir/plan.cpp===Line: 00683: =101size=====  0
======plan.cpp===client = -1
tcp client readn error
command received...len = 0
waiting for reconnection...
NewDir/plan.cpp===Line: 01385: W=apaParkingInfo.APA_PrkgMod			= 0 
===NewDir/plan.cpp===Line: 01386: W=apaParkingInfo.APA_OrntnChgAvl		= 0 
===NewDir/plan.cpp===Line: 01387: W=apaParkingInfo.APA_CrtPrkgOrntn		= 0 
===NewDir/plan.cpp===Line: 01388: W=apaParkingInfo.APA_PrkgModChgAvl		= 0 
===NewDir/plan.cpp===Line: 01389: W=apaParkingInfo.APA_PrkgDirChgAvl		= 0 
===NewDir/plan.cpp===Line: 01390: W=apaParkingInfo.APA_UISettingModAvl	= 0 
===NewDir/plan.cpp===Line: 01391: W=apaParkingInfo.APA_PrkgDir			= 0 
===NewDir/plan.cpp===Line: 01392: W=apaParkingInfo.APA_UISettingMod		= 0 
===NewDir/plan.cpp===Line: 01393: W=apaParkingInfo.APA_PrkgSlot_1L		= 0 
===NewDir/plan.cpp===Line: 01394: W=apaParkingInfo.APA_PrkgSlot_2L		= 0 
===NewDir/plan.cpp===Line: 01395: W=apaParkingInfo.APA_PrkgSlot_3L		= 0 
===NewDir/plan.cpp===Line: 01396: W=apaParkingInfo.APA_PrkgSlot_1R		= 0 
===NewDir/plan.cpp===Line: 01397: W=apaParkingInfo.APA_PrkgSlot_2R		= 0 
===NewDir/plan.cpp===Line: 01398: W=apaParkingInfo.APA_PrkgSlot_3R		= 0 
===NewDir/plan.cpp===Line: 01399: W=apaParkingInfo.APA_PrkgSlotCoor_1L	= 0 
===NewDir/plan.cpp===Line: 01400: W=apaParkingInfo.APA_PrkgSlotCoor_2L	= 0 
===NewDir/plan.cpp===Line: 01401: W=apaParkingInfo.APA_PrkgSlotCoor_3L	= 0 
===NewDir/plan.cpp===Line: 01402: W=apaParkingInfo.APA_PrkgSlotCoor_1R	= 0 
===NewDir/plan.cpp===Line: 01403: W=apaParkingInfo.APA_PrkgSlotCoor_2R	= 0 
===NewDir/plan.cpp===Line: 01404: W=apaParkingInfo.APA_PrkgSlotCoor_3R	= 0 
===NewDir/plan.cpp===Line: 01405: W=apaParkingInfo.APA_PrkgSlotSta_1L 	= 0 
===NewDir/plan.cpp===Line: 01406: W=apaParkingInfo.APA_PrkgSlotSta_2L 	= 0 
===NewDir/plan.cpp===Line: 01407: W=apaParkingInfo.APA_PrkgSlotSta_3L 	= 0 
===NewDir/plan.cpp===Line: 01408: W=apaParkingInfo.APA_PrkgSlotSta_1R 	= 0 
===NewDir/plan.cpp===Line: 01409: W=apaParkingInfo.APA_PrkgSlotSta_2R 	= 0 
===NewDir/plan.cpp===Line: 01410: W=apaParkingInfo.APA_PrkgSlotSta_3R 	= 0 
===NewDir/plan.cpp===Line: 01419: W=parkId.parking_id = 0 
===NewDir/plan.cpp===Line: 01427: W=parkStartInfo.park_start_flag = 0 
===NewDir/plan.cpp===Line: 01429: W=ParkingRefPos.parking_length			= 0.000000 
===NewDir/plan.cpp===Line: 01430: W=ParkingRefPos.parking_depth 			= 0.000000 
===NewDir/plan.cpp===Line: 01431: W=ParkingRefPos.parking_type			= 0 
===NewDir/plan.cpp===Line: 01432: W=ParkingRefPos.park_direction			= 0 
===NewDir/plan.cpp===Line: 01434: W=ParkingRefPos.start_point_x 			= 0.000000 
===NewDir/plan.cpp===Line: 01435: W=ParkingRefPos.start_point_y 			= 0.000000 
===NewDir/plan.cpp===Line: 01436: W=ParkingRefPos.start_point_heading	= 0.000000 
===NewDir/plan.cpp===Line: 01437: W=ParkingRefPos.line_fir_point_x	 	= 0.000000 
===NewDir/plan.cpp===Line: 01438: W=ParkingRefPos.line_fir_point_y	 	= 0.000000 
===NewDir/plan.cpp===Line: 01439: W=ParkingRefPos.line_sec_point_x	 	= 0.000000 
===NewDir/plan.cpp===Line: 01440: W=ParkingRefPos.line_sec_point_y	 	= 0.000000 
===NewDir/plan.cpp===Line: 01441: W=ParkingRefPos.fr_point_x	 = 0.000000 
===NewDir/plan.cpp===Line: 01442: W=ParkingRefPos.fr_point_y	 = 0.000000 
===NewDir/plan.cpp===Line: 01443: W=ParkingRefPos.rr_point_x	 = 0.000000 
===NewDir/plan.cpp===Line: 01444: W=ParkingRefPos.rr_point_y	 = 0.000000 
===NewDir/plan.cpp===Line: 01445: W=ParkingRefPos.rl_point_x	 = 0.000000 
===NewDir/plan.cpp===Line: 01446: W=ParkingRefPos.rl_point_y	 = 0.000000 
===NewDir/plan.cpp===Line: 01447: W=ParkingRefPos.fl_point_x	 = 0.000000 
===NewDir/plan.cpp===Line: 01448: W=ParkingRefPos.fl_point_y	 = 0.000000 
===NewDir/plan.cpp===Line: 01456: W=toSysMgtInfo.PathPlannerParkStartFlag 	= 0 
===NewDir/plan.cpp===Line: 01457: W=toSysMgtInfo.PathPlannerCallTerminalFlag	= 0 
===NewDir/plan.cpp===Line: 01458: W=toSysMgtInfo.no_parking					= 0 
===NewDir/plan.cpp===Line: 01459: W=toSysMgtInfo.trajectory_status			= 0 
===NewDir/plan.cpp===Line: 01460: W=toSysMgtInfo.obstacle_flag				= 0 
===NewDir/plan.cpp===Line: 01461: W=toSysMgtInfo.light						= 0 
===NewDir/plan.cpp===Line: 01462: W=toSysMgtInfo.find_park_type				= 0 
===NewDir/plan.cpp===Line: 01472: W=errorFlag.pathplanner_status	 = 0 
===NewDir/plan.cpp===Line: 01478: W==PathPlanner_Process_100ms===Write_PpPathPlanner_DePlanningFlag===	
===NewDir/plan.cpp===Line: 01482: W=planReqFlag.planning_hdmap_flag = 0 
====888===PathPlanner_Process_100ms=== 
NewDir/plan.cpp===Line: 00072: PathPlanner Version =V1.16 
===NewDir/plan.cpp===Line: 00073: PathPlannerbin Version=V36 
===NewDir/plan.cpp===Line: 00159: R=parkingPlaceInfo.park_num					= 0 
===NewDir/plan.cpp===Line: 00205: R=frame_index			= 81519 
===NewDir/plan.cpp===Line: 00206: R=obstacle_num 			= 19 
====888=R=Obstacles[0].id					= 6 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= 0.044944 
=888=R=Obstacles[0].pos_x				= 9.876477 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 15 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= -2.107721 
=888=R=Obstacles[0].pos_x				= -1.378036 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 16 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= -3.528006 
=888=R=Obstacles[0].pos_x				= -7.057911 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 20 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= -3.014345 
=888=R=Obstacles[0].pos_x				= -3.705396 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 237 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= -2.198547 
=888=R=Obstacles[0].pos_x				= 2.942245 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 252 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= -2.091905 
=888=R=Obstacles[0].pos_x				= 4.568520 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 253 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= -1.919658 
=888=R=Obstacles[0].pos_x				= 7.112118 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 148 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= -4.463798 
=888=R=Obstacles[0].pos_x				= -3.946180 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 151 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= -6.809749 
=888=R=Obstacles[0].pos_x				= -4.562731 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 152 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= -2.715942 
=888=R=Obstacles[0].pos_x				= -3.676707 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 157 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= -8.944117 
=888=R=Obstacles[0].pos_x				= -4.512088 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 158 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= 4.390151 
=888=R=Obstacles[0].pos_x				= 2.621641 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 160 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= 3.547627 
=888=R=Obstacles[0].pos_x				= 4.296389 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 170 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= 4.130788 
=888=R=Obstacles[0].pos_x				= 10.987581 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 171 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= 5.210100 
=888=R=Obstacles[0].pos_x				= 11.360739 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
